dataset,mean,std,num_trials,gb_quity,gb_sim,gb_alpha,gb_beta,gb_K,gb_w_mode,gb_knn,ball_loss_weight,ball_angle_thresh,ball_uniform_tau,ball_infonce_weight,ball_infonce_temp
Photo,0.935621,0.000000,1,detach,dot,0.3,0.2,20.0,center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935621,0.000000,1,detach,dot,0.3,0.2,20.0,center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935621,0.000000,1,homo,cos,0.3,0.1,5.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935621,0.000000,1,homo,cos,0.3,0.1,10.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935621,0.000000,1,homo,cos,0.3,0.1,10.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935621,0.000000,1,homo,cos,0.3,0.1,20.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935621,0.000000,1,homo,cos,0.3,0.1,20.0,topo,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935621,0.000000,1,homo,cos,0.3,0.1,20.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935621,0.000000,1,homo,cos,0.3,0.2,5.0,center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935621,0.000000,1,homo,cos,0.3,0.2,10.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935621,0.000000,1,homo,cos,0.3,0.2,10.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935621,0.000000,1,homo,cos,0.3,0.3,5.0,center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935621,0.000000,1,homo,cos,0.3,0.3,5.0,center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935566,0.000000,1,detach,dot,0.3,0.2,5.0,center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935566,0.000000,1,detach,dot,0.3,0.2,5.0,center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935566,0.000000,1,detach,dot,0.3,0.2,5.0,center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935566,0.000000,1,detach,dot,0.3,0.3,20.0,center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935566,0.000000,1,homo,cos,0.3,0.1,5.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935566,0.000000,1,homo,cos,0.3,0.1,5.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935566,0.000000,1,homo,cos,0.3,0.1,10.0,topo,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935566,0.000000,1,homo,cos,0.3,0.1,10.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935566,0.000000,1,homo,cos,0.3,0.1,10.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935566,0.000000,1,homo,cos,0.3,0.1,20.0,topo,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935566,0.000000,1,homo,cos,0.3,0.1,20.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935566,0.000000,1,homo,cos,0.3,0.2,5.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935566,0.000000,1,homo,cos,0.3,0.2,5.0,center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935566,0.000000,1,homo,cos,0.3,0.3,5.0,center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935566,0.000000,1,homo,cos,0.3,0.3,5.0,center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935566,0.000000,1,homo,cos,0.3,0.3,5.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935512,0.000000,1,detach,dot,0.3,0.2,5.0,center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935512,0.000000,1,homo,cos,0.3,0.1,20.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935512,0.000000,1,homo,cos,0.3,0.3,5.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935512,0.000000,1,homo,cos,0.3,0.3,5.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935512,0.000000,1,homo,cos,0.3,0.3,10.0,center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935458,0.000000,1,detach,dot,0.3,0.3,5.0,center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935458,0.000000,1,detach,dot,0.3,0.3,20.0,center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935458,0.000000,1,homo,cos,0.3,0.1,5.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935458,0.000000,1,homo,cos,0.3,0.1,10.0,center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935458,0.000000,1,homo,cos,0.3,0.2,5.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935458,0.000000,1,homo,cos,0.3,0.3,5.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935403,0.000000,1,detach,dot,0.3,0.1,5.0,center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935403,0.000000,1,detach,dot,0.3,0.3,20.0,center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935403,0.000000,1,detach,dot,0.3,0.3,20.0,center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935403,0.000000,1,homo,cos,0.3,0.1,20.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935403,0.000000,1,homo,cos,0.3,0.2,5.0,topo,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935403,0.000000,1,homo,cos,0.3,0.2,5.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935403,0.000000,1,homo,cos,0.3,0.2,10.0,center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935349,0.000000,1,detach,dot,0.3,0.1,5.0,center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935349,0.000000,1,detach,dot,0.3,0.1,10.0,center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935349,0.000000,1,homo,cos,0.3,0.1,20.0,center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935349,0.000000,1,homo,cos,0.3,0.1,20.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935349,0.000000,1,homo,cos,0.3,0.1,20.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935349,0.000000,1,homo,cos,0.3,0.2,5.0,topo,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935349,0.000000,1,homo,cos,0.3,0.2,5.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935349,0.000000,1,homo,cos,0.3,0.2,5.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935349,0.000000,1,homo,cos,0.3,0.2,10.0,center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935349,0.000000,1,homo,cos,0.3,0.2,20.0,center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935349,0.000000,1,homo,cos,0.3,0.2,20.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935294,0.000000,1,detach,dot,0.3,0.2,5.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935294,0.000000,1,detach,dot,0.3,0.3,5.0,center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935294,0.000000,1,homo,cos,0.3,0.1,20.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935294,0.000000,1,homo,cos,0.3,0.2,5.0,topo,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935294,0.000000,1,homo,cos,0.3,0.3,5.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935294,0.000000,1,homo,cos,0.3,0.3,5.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935240,0.000000,1,detach,dot,0.3,0.1,10.0,center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935240,0.000000,1,homo,cos,0.3,0.1,20.0,center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935240,0.000000,1,homo,cos,0.3,0.1,20.0,center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935240,0.000000,1,homo,cos,0.3,0.2,10.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935240,0.000000,1,homo,cos,0.3,0.3,5.0,center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935185,0.000000,1,homo,cos,0.3,0.1,20.0,center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935185,0.000000,1,homo,cos,0.3,0.2,5.0,center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935185,0.000000,1,homo,cos,0.3,0.2,5.0,center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935185,0.000000,1,homo,cos,0.3,0.2,20.0,center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935185,0.000000,1,homo,cos,0.3,0.2,20.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935185,0.000000,1,homo,cos,0.3,0.3,5.0,topo,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935185,0.000000,1,homo,cos,0.3,0.3,5.0,center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935185,0.000000,1,homo,cos,0.3,0.3,20.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935185,0.000000,1,homo,cos,0.3,0.3,20.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935131,0.000000,1,homo,cos,0.3,0.2,10.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935131,0.000000,1,homo,cos,0.3,0.3,5.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935131,0.000000,1,homo,cos,0.3,0.3,5.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935131,0.000000,1,homo,cos,0.3,0.3,20.0,center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935076,0.000000,1,detach,dot,0.3,0.2,5.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935076,0.000000,1,detach,dot,0.3,0.2,10.0,center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935076,0.000000,1,detach,dot,0.3,0.2,20.0,center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935076,0.000000,1,homo,cos,0.3,0.2,10.0,center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935076,0.000000,1,homo,cos,0.3,0.3,5.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935076,0.000000,1,homo,cos,0.3,0.3,5.0,topo,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935076,0.000000,1,homo,cos,0.3,0.3,5.0,topo,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935076,0.000000,1,homo,cos,0.3,0.3,10.0,center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935076,0.000000,1,homo,cos,0.3,0.3,20.0,center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935022,0.000000,1,detach,dot,0.3,0.1,10.0,center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935022,0.000000,1,detach,dot,0.3,0.2,10.0,center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935022,0.000000,1,detach,dot,0.3,0.2,20.0,center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935022,0.000000,1,detach,dot,0.3,0.3,10.0,center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935022,0.000000,1,detach,dot,0.3,0.3,10.0,center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935022,0.000000,1,homo,cos,0.3,0.2,10.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935022,0.000000,1,homo,cos,0.3,0.2,10.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.935022,0.000000,1,homo,cos,0.3,0.2,20.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.935022,0.000000,1,homo,cos,0.3,0.3,10.0,center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934967,0.000000,1,detach,dot,0.3,0.1,5.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934967,0.000000,1,detach,dot,0.3,0.1,10.0,center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934967,0.000000,1,detach,dot,0.3,0.2,5.0,topo,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934967,0.000000,1,detach,dot,0.3,0.2,5.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934967,0.000000,1,detach,dot,0.3,0.2,5.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934967,0.000000,1,detach,dot,0.3,0.2,5.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934967,0.000000,1,homo,cos,0.3,0.2,10.0,center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934967,0.000000,1,homo,cos,0.3,0.2,20.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934967,0.000000,1,homo,cos,0.3,0.2,20.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934967,0.000000,1,homo,cos,0.3,0.3,10.0,center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934967,0.000000,1,homo,cos,0.3,0.3,20.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934913,0.000000,1,detach,dot,0.3,0.1,5.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934913,0.000000,1,detach,dot,0.3,0.1,5.0,center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934913,0.000000,1,detach,dot,0.3,0.1,5.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934913,0.000000,1,detach,dot,0.3,0.2,5.0,topo,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934913,0.000000,1,detach,dot,0.3,0.2,5.0,topo,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934913,0.000000,1,detach,dot,0.3,0.2,5.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934913,0.000000,1,detach,dot,0.3,0.2,5.0,center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934913,0.000000,1,detach,dot,0.3,0.3,20.0,center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934913,0.000000,1,homo,cos,0.3,0.2,10.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934913,0.000000,1,homo,cos,0.3,0.2,20.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934913,0.000000,1,homo,cos,0.3,0.3,10.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934913,0.000000,1,homo,cos,0.3,0.3,20.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934858,0.000000,1,detach,dot,0.3,0.1,5.0,topo,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934858,0.000000,1,detach,dot,0.3,0.1,5.0,topo,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934858,0.000000,1,detach,dot,0.3,0.1,5.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934858,0.000000,1,detach,dot,0.3,0.1,5.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934858,0.000000,1,detach,dot,0.3,0.1,10.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934858,0.000000,1,detach,dot,0.3,0.1,10.0,topo+center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934858,0.000000,1,detach,dot,0.3,0.2,5.0,topo+center,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934858,0.000000,1,detach,dot,0.3,0.3,5.0,topo,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934858,0.000000,1,homo,cos,0.3,0.2,10.0,center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934858,0.000000,1,homo,cos,0.3,0.2,20.0,center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934858,0.000000,1,homo,cos,0.3,0.3,10.0,center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934858,0.000000,1,homo,cos,0.3,0.3,20.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934858,0.000000,1,homo,cos,0.3,0.3,20.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934804,0.000000,1,detach,dot,0.3,0.1,5.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934804,0.000000,1,detach,dot,0.3,0.1,5.0,center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934804,0.000000,1,detach,dot,0.3,0.1,5.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934804,0.000000,1,detach,dot,0.3,0.1,10.0,center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934804,0.000000,1,detach,dot,0.3,0.2,5.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934804,0.000000,1,detach,dot,0.3,0.2,10.0,center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934804,0.000000,1,detach,dot,0.3,0.3,5.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934804,0.000000,1,detach,dot,0.3,0.3,10.0,center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934804,0.000000,1,detach,dot,0.3,0.3,20.0,center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934804,0.000000,1,homo,cos,0.3,0.2,20.0,center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934804,0.000000,1,homo,cos,0.3,0.3,20.0,topo,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934749,0.000000,1,detach,dot,0.3,0.1,10.0,center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934749,0.000000,1,detach,dot,0.3,0.1,10.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934749,0.000000,1,detach,dot,0.3,0.1,10.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934749,0.000000,1,detach,dot,0.3,0.2,5.0,center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934749,0.000000,1,detach,dot,0.3,0.2,5.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934749,0.000000,1,detach,dot,0.3,0.2,10.0,center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934749,0.000000,1,detach,dot,0.3,0.3,5.0,topo,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934749,0.000000,1,detach,dot,0.3,0.3,5.0,topo,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934749,0.000000,1,detach,dot,0.3,0.3,10.0,center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934749,0.000000,1,homo,cos,0.3,0.2,10.0,center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934749,0.000000,1,homo,cos,0.3,0.3,10.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934749,0.000000,1,homo,cos,0.3,0.3,10.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934749,0.000000,1,homo,cos,0.3,0.3,20.0,topo,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934749,0.000000,1,homo,cos,0.3,0.3,20.0,topo,10.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934695,0.000000,1,detach,dot,0.3,0.1,5.0,topo,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934695,0.000000,1,detach,dot,0.3,0.1,10.0,topo+center,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934695,0.000000,1,detach,dot,0.3,0.1,10.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934695,0.000000,1,detach,dot,0.3,0.1,20.0,topo+center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934695,0.000000,1,detach,dot,0.3,0.3,5.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934695,0.000000,1,detach,dot,0.3,0.3,5.0,center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934695,0.000000,1,homo,cos,0.3,0.3,10.0,center,5.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934695,0.000000,1,homo,cos,0.3,0.3,10.0,topo+center,10.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934695,0.000000,1,homo,cos,0.3,0.3,20.0,topo,5.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934695,0.000000,1,homo,cos,0.3,0.3,20.0,topo,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934695,0.000000,1,homo,cos,0.3,0.3,20.0,topo,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934695,0.000000,1,homo,cos,0.3,0.3,20.0,center,20.0,0.05,15.0,0.1,0.02,0.2
Photo,0.934695,0.000000,1,homo,cos,0.3,0.3,20.0,center,20.0,0.05,25.0,0.1,0.02,0.2
Photo,0.934641,0.000000,1,detach,dot,0.3,0.1,5.0,topo+center,5.0,0.05,25.0,0.1,0.02,0.2
