trial,dataset,best_online_loss,best_target_loss,clf_mean,clf_var,num_epochs,hidden_dim,use_gb,gb_quity,gb_sim,gb_alpha,gb_beta,gb_K,gb_w_mode,gb_knn,gb_rebuild_every,ball_loss_weight,ball_angle_thresh,ball_uniform_tau,ball_infonce_weight,ball_infonce_temp,seed
5,Computers,-0.886907279,-0.99905324,0.898624493,1.72E-06,700,1024,1,homo,dot,0.7,0.2,10,topo+center,10,100,0.05,15,0.1,0.02,0.2,66666
5,Computers,-0.886968911,-0.999055266,0.8985336,2.51E-06,700,1024,1,detach,dot,0.7,0.2,10,topo+center,10,100,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.676002681,-0.99922359,0.898866873,1.29E-06,150,1024,1,detach,dot,0.7,0.1,5,topo,10,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.67600435,-0.99922359,0.898806278,1.32E-06,150,1024,1,detach,dot,0.7,0.1,5,topo,10,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.676003397,-0.99922365,0.898866873,1.29E-06,150,1024,1,detach,dot,0.7,0.1,5,topo,5,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.676003695,-0.999223709,0.898806278,1.36E-06,150,1024,1,detach,dot,0.7,0.1,5,topo,5,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.676002264,-0.99922359,0.898866873,1.33E-06,150,1024,1,detach,dot,0.7,0.1,5,topo,20,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.676002383,-0.99922359,0.898836575,1.39E-06,150,1024,1,detach,dot,0.7,0.1,5,topo,20,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.677054167,-0.99922359,0.898957765,1.25E-06,150,1024,1,detach,dot,0.7,0.1,5,center,5,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.677053809,-0.99922359,0.898957765,1.25E-06,150,1024,1,detach,dot,0.7,0.1,5,center,5,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.676899135,-0.999220729,0.89901836,1.26E-06,150,1024,1,detach,dot,0.7,0.1,5,center,10,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.676897466,-0.999220669,0.899048658,1.42E-06,150,1024,1,detach,dot,0.7,0.1,5,center,10,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.676242352,-0.999220192,0.898866873,1.33E-06,150,1024,1,detach,dot,0.7,0.1,5,center,20,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.676242411,-0.999220133,0.898836575,1.26E-06,150,1024,1,detach,dot,0.7,0.1,5,center,20,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.676006615,-0.999224544,0.898806278,1.32E-06,150,1024,1,detach,dot,0.7,0.1,5,topo+center,5,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.676057816,-0.999224722,0.89913955,1.93E-06,150,1024,1,detach,dot,0.7,0.1,5,topo+center,10,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.676006377,-0.999224544,0.89877598,1.26E-06,150,1024,1,detach,dot,0.7,0.1,5,topo+center,5,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.676057458,-0.999224722,0.89913955,1.74E-06,150,1024,1,detach,dot,0.7,0.1,5,topo+center,10,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.676087558,-0.999224901,0.898836575,1.23E-06,150,1024,1,detach,dot,0.7,0.1,5,topo+center,20,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.676087916,-0.999224782,0.898806278,1.20E-06,150,1024,1,detach,dot,0.7,0.1,5,topo+center,20,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.675602376,-0.999219477,0.898745683,1.67E-06,150,1024,1,detach,dot,0.7,0.1,10,topo,5,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.675601959,-0.999219477,0.89877598,1.74E-06,150,1024,1,detach,dot,0.7,0.1,10,topo,5,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.677345514,-0.999218643,0.89913955,1.89E-06,150,1024,1,detach,dot,0.7,0.1,10,center,5,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.677344263,-0.999218643,0.899048658,1.74E-06,150,1024,1,detach,dot,0.7,0.1,10,center,5,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.677116334,-0.999218404,0.898866873,2.06E-06,150,1024,1,detach,dot,0.7,0.1,10,center,10,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.677117109,-0.999218404,0.898866873,1.72E-06,150,1024,1,detach,dot,0.7,0.1,10,center,10,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.675972164,-0.999218225,0.89865479,1.89E-06,150,1024,1,detach,dot,0.7,0.1,10,center,20,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.675965488,-0.999218345,0.898685088,1.74E-06,150,1024,1,detach,dot,0.7,0.1,10,center,20,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.675875425,-0.999210656,0.89865479,1.83E-06,150,1024,1,detach,dot,0.7,0.1,10,topo+center,5,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.675875425,-0.999210656,0.898624493,1.79E-06,150,1024,1,detach,dot,0.7,0.1,10,topo+center,5,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.675973594,-0.999209404,0.898715385,1.79E-06,150,1024,1,detach,dot,0.7,0.1,10,topo+center,10,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.675972939,-0.999209404,0.898715385,1.79E-06,150,1024,1,detach,dot,0.7,0.1,10,topo+center,10,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.675968349,-0.999209225,0.898715385,1.77E-06,150,1024,1,detach,dot,0.7,0.1,10,topo+center,20,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.675970793,-0.999209344,0.898715385,1.79E-06,150,1024,1,detach,dot,0.7,0.1,10,topo+center,20,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.675481915,-0.999217331,0.89865479,1.70E-06,150,1024,1,detach,dot,0.7,0.1,20,topo,5,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.675482035,-0.999217331,0.89865479,1.67E-06,150,1024,1,detach,dot,0.7,0.1,20,topo,5,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.675482035,-0.999217391,0.898563897,1.70E-06,150,1024,1,detach,dot,0.7,0.1,20,topo,10,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.675480187,-0.999217391,0.898563897,1.70E-06,150,1024,1,detach,dot,0.7,0.1,20,topo,10,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.675480127,-0.99921751,0.898563897,1.89E-06,150,1024,1,detach,dot,0.7,0.1,20,topo,20,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.675481319,-0.999217331,0.8985336,1.63E-06,150,1024,1,detach,dot,0.7,0.1,20,topo,20,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.677558005,-0.999217987,0.898927468,1.83E-06,150,1024,1,detach,dot,0.7,0.1,20,center,5,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.677557111,-0.999217927,0.898866873,1.72E-06,150,1024,1,detach,dot,0.7,0.1,20,center,5,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.67709887,-0.999217391,0.898866873,2.09E-06,150,1024,1,detach,dot,0.7,0.1,20,center,10,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.677095652,-0.999217391,0.898927468,2.02E-06,150,1024,1,detach,dot,0.7,0.1,20,center,10,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.674833238,-0.999217331,0.898503302,2.09E-06,150,1024,1,detach,dot,0.7,0.1,20,center,20,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.674834251,-0.999217391,0.898594195,2.09E-06,150,1024,1,detach,dot,0.7,0.1,20,center,20,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.675655425,-0.999207973,0.898624493,1.79E-06,150,1024,1,detach,dot,0.7,0.1,20,topo+center,5,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.67565757,-0.999207973,0.898685088,1.72E-06,150,1024,1,detach,dot,0.7,0.1,20,topo+center,5,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.675673366,-0.999208093,0.898624493,1.61E-06,150,1024,1,detach,dot,0.7,0.1,20,topo+center,10,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.675672472,-0.999208033,0.898624493,1.61E-06,150,1024,1,detach,dot,0.7,0.1,20,topo+center,10,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.675655365,-0.999208033,0.898563897,1.53E-06,150,1024,1,detach,dot,0.7,0.1,20,topo+center,20,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.675655603,-0.999208093,0.898594195,1.59E-06,150,1024,1,detach,dot,0.7,0.1,20,topo+center,20,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.675552785,-0.999219477,0.898685088,1.57E-06,150,1024,1,detach,dot,0.7,0.2,5,topo,5,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.675552607,-0.999219477,0.898745683,1.67E-06,150,1024,1,detach,dot,0.7,0.2,5,topo,5,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.675552964,-0.999219477,0.898624493,1.44E-06,150,1024,1,detach,dot,0.7,0.2,5,topo,10,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.675553024,-0.999219477,0.898685088,1.57E-06,150,1024,1,detach,dot,0.7,0.2,5,topo,10,50,0.05,15,0.1,0.05,0.2,66666
1,Computers,-0.675552487,-0.999219477,0.898715385,1.63E-06,150,1024,1,detach,dot,0.7,0.2,5,topo,20,50,0.05,15,0.1,0.02,0.2,66666
1,Computers,-0.675552249,-0.999219477,0.898715385,1.63E-06,150,1024,1,detach,dot,0.7,0.2,5,topo,20,50,0.05,15,0.1,0.05,0.2,66666
